name,year_month,monthly_reviews,monthly_negative_reviews,monthly_positive_reviews,monthly_not_recommended,monthly_avg_helpful,monthly_avg_length_words,brand_x,primaryCategories_x,monthly_negative_rate,monthly_positive_rate,monthly_not_recommended_rate,year_month_date,prev_month_avg_rating,prev_month_negative_rate,rolling_3m_avg_rating,total_reviews,avg_rating,min_rating,max_rating,negative_reviews,neutral_reviews,positive_reviews,not_recommended_count,avg_helpful_votes,total_helpful_votes,avg_review_length_words,first_review_date,last_review_date,brand_y,primaryCategories_y,negative_review_rate,positive_review_rate,not_recommended_rate,review_period_days,review_frequency,sales_drop_risk
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2017-12,40,1,35,2,0.0,34.05,Amazon,Electronics,0.025,0.875,0.05,2017-12-01,4.619047619047619,0.047619047619047616,4.667460317460317,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-01,40,0,37,2,0.025,28.55,Amazon,Electronics,0.0,0.925,0.05,2018-01-01,4.65,0.025,4.639682539682539,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-02,12,0,12,0,0.08333333333333333,34.25,Amazon,Electronics,0.0,1.0,0.0,2018-02-01,4.65,0.0,4.711111111111111,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-03,16,1,15,1,0.0,38.125,Amazon,Electronics,0.0625,0.9375,0.0625,2018-03-01,4.833333333333333,0.0,4.7027777777777775,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-04,15,1,14,1,0.06666666666666667,50.06666666666667,Amazon,Electronics,0.06666666666666667,0.9333333333333333,0.06666666666666667,2018-04-01,4.625,0.0625,4.730555555555555,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-05,14,1,13,1,0.35714285714285715,62.5,Amazon,Electronics,0.07142857142857142,0.9285714285714286,0.07142857142857142,2018-05-01,4.733333333333333,0.06666666666666667,4.667063492063492,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-07,2,0,2,0,0.0,36.0,Amazon,Electronics,0.0,1.0,0.0,2018-07-01,4.642857142857143,0.07142857142857142,4.792063492063492,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-08,2,0,2,0,0.0,169.0,Amazon,Electronics,0.0,1.0,0.0,2018-08-01,5.0,0.0,4.714285714285714,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-09,2,0,2,0,0.0,31.0,Amazon,Electronics,0.0,1.0,0.0,2018-09-01,4.5,0.0,4.666666666666667,233,4.630901287553648,1,5,9,10,214,12,0.45493562231759654,106.0,41.0,2017-06-15 00:00:00+00:00,2018-09-10 00:32:46+00:00,Amazon,Electronics,0.03862660944206009,0.9184549356223176,0.05150214592274678,452.0,0.5154867256637168,1
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-06,4,0,4,0,7.25,47.0,Amazon,Electronics,0.0,1.0,0.0,2017-06-01,,,5.0,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-07,12,0,12,0,3.5833333333333335,35.083333333333336,Amazon,Electronics,0.0,1.0,0.0,2017-07-01,5.0,0.0,4.875,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-08,20,1,19,1,0.0,49.1,Amazon,Electronics,0.05,0.95,0.05,2017-08-01,4.75,0.0,4.733333333333333,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-09,25,1,23,1,0.0,40.12,Amazon,Electronics,0.04,0.92,0.04,2017-09-01,4.45,0.05,4.573333333333333,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-10,21,0,19,0,0.6666666666666666,36.76190476190476,Amazon,Electronics,0.0,0.9047619047619048,0.0,2017-10-01,4.52,0.04,4.561428571428571,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-11,20,1,19,1,0.0,27.35,Amazon,Electronics,0.05,0.95,0.05,2017-11-01,4.714285714285714,0.0,4.661428571428572,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-12,64,2,57,3,0.0625,32.203125,Amazon,Electronics,0.03125,0.890625,0.046875,2017-12-01,4.75,0.05,4.680803571428572,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-01,54,1,52,1,0.0,28.5,Amazon,Electronics,0.018518518518518517,0.9629629629629629,0.018518518518518517,2018-01-01,4.578125,0.03125,4.646412037037037,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-02,18,0,18,0,0.05555555555555555,34.888888888888886,Amazon,Electronics,0.0,1.0,0.0,2018-02-01,4.611111111111111,0.018518518518518517,4.637152777777778,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-03,12,0,11,1,0.0,23.916666666666668,Amazon,Electronics,0.0,0.9166666666666666,0.08333333333333333,2018-03-01,4.722222222222222,0.0,4.638888888888888,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-04,31,0,30,1,0.03225806451612903,37.29032258064516,Amazon,Electronics,0.0,0.967741935483871,0.03225806451612903,2018-04-01,4.583333333333333,0.0,4.682497013142174,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-05,12,0,12,0,0.0,32.583333333333336,Amazon,Electronics,0.0,1.0,0.0,2018-05-01,4.741935483870968,0.0,4.7195340501792105,293,4.6416382252559725,1,5,6,11,276,9,0.31399317406143346,92.0,34.044368600682596,2017-06-21 00:00:00+00:00,2018-05-25 00:00:00+00:00,Amazon,Electronics,0.020477815699658702,0.9419795221843004,0.030716723549488054,338.0,0.8668639053254438,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-06,19,0,19,0,11.421052631578947,52.89473684210526,Amazon,Electronics,0.0,1.0,0.0,2017-06-01,,,4.7894736842105265,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-07,52,2,49,2,0.21153846153846154,35.63461538461539,Amazon,Electronics,0.038461538461538464,0.9423076923076923,0.038461538461538464,2017-07-01,4.7894736842105265,0.0,4.712044534412955,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-08,62,2,57,3,0.11290322580645161,38.17741935483871,Amazon,Electronics,0.03225806451612903,0.9193548387096774,0.04838709677419355,2017-08-01,4.634615384615385,0.038461538461538464,4.668244743372078,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-09,31,0,28,0,0.06451612903225806,29.967741935483872,Amazon,Electronics,0.0,0.9032258064516129,0.0,2017-09-01,4.580645161290323,0.03225806451612903,4.598635235732011,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-10,35,0,34,0,0.0,35.31428571428572,Amazon,Electronics,0.0,0.9714285714285714,0.0,2017-10-01,4.580645161290323,0.0,4.577572964669739,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-11,22,0,20,0,0.09090909090909091,27.59090909090909,Amazon,Electronics,0.0,0.9090909090909091,0.0,2017-11-01,4.571428571428571,0.0,4.520388213936601,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-12,345,6,329,10,0.017391304347826087,29.884057971014492,Amazon,Electronics,0.017391304347826087,0.9536231884057971,0.028985507246376812,2017-12-01,4.409090909090909,0.0,4.52200890896543,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-01,162,0,154,6,0.043209876543209874,26.574074074074073,Amazon,Electronics,0.0,0.9506172839506173,0.037037037037037035,2018-01-01,4.585507246376811,0.017391304347826087,4.541409261699116,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-02,44,2,34,5,0.0,33.86363636363637,Amazon,Electronics,0.045454545454545456,0.7727272727272727,0.11363636363636363,2018-02-01,4.62962962962963,0.0,4.518681988971844,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-03,44,1,39,3,0.0,35.59090909090909,Amazon,Electronics,0.022727272727272728,0.8863636363636364,0.06818181818181818,2018-03-01,4.340909090909091,0.045454545454545456,4.475028058361391,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-04,33,1,27,4,0.0,42.63636363636363,Amazon,Electronics,0.030303030303030304,0.8181818181818182,0.12121212121212122,2018-04-01,4.454545454545454,0.022727272727272728,4.426767676767676,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-05,34,1,33,1,0.0,26.5,Amazon,Electronics,0.029411764705882353,0.9705882352941176,0.029411764705882353,2018-05-01,4.484848484848484,0.030303030303030304,4.558229352346999,883,4.578708946772367,1,5,15,45,823,34,0.2853907134767837,252.0,31.682899207248017,2017-06-20 00:00:00+00:00,2018-05-26 00:00:00+00:00,Amazon,Electronics,0.01698754246885617,0.9320498301245753,0.03850509626274066,340.0,2.597058823529412,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-06,7,0,6,2,13.0,81.57142857142857,Amazon,Electronics,0.0,0.8571428571428571,0.2857142857142857,2017-06-01,,,4.428571428571429,160,4.6,1,5,5,2,153,9,0.73125,117.0,35.90625,2017-06-07 00:00:00+00:00,2018-05-22 00:00:00+00:00,Amazon,Electronics,0.03125,0.95625,0.05625,349.0,0.4584527220630373,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-07,8,0,8,0,0.5,31.375,Amazon,Electronics,0.0,1.0,0.0,2017-07-01,4.428571428571429,0.0,4.589285714285714,160,4.6,1,5,5,2,153,9,0.73125,117.0,35.90625,2017-06-07 00:00:00+00:00,2018-05-22 00:00:00+00:00,Amazon,Electronics,0.03125,0.95625,0.05625,349.0,0.4584527220630373,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-08,12,1,11,1,0.75,36.666666666666664,Amazon,Electronics,0.08333333333333333,0.9166666666666666,0.08333333333333333,2017-08-01,4.75,0.0,4.503968253968254,160,4.6,1,5,5,2,153,9,0.73125,117.0,35.90625,2017-06-07 00:00:00+00:00,2018-05-22 00:00:00+00:00,Amazon,Electronics,0.03125,0.95625,0.05625,349.0,0.4584527220630373,0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-09,11,0,11,1,0.5454545454545454,36.27272727272727,Amazon,Electronics,0.0,1.0,0.09090909090909091,2017-09-01,4.333333333333333,0.08333333333333333,4.603535353535354,160,4.6,1,5,5,2,153,9,0.73125,117.0,35.90625,2017-06-07 00:00:00+00:00,2018-05-22 00:00:00+00:00,Amazon,Electronics,0.03125,0.95625,0.05625,349.0,0.4584527220630373,0
