name,year_month,monthly_reviews,monthly_avg_rating,monthly_negative_reviews,monthly_positive_reviews,monthly_not_recommended,monthly_avg_helpful,monthly_avg_length_words,brand,primaryCategories,monthly_negative_rate,monthly_positive_rate,monthly_not_recommended_rate,year_month_date,prev_month_avg_rating,prev_month_negative_rate,rating_change,negative_rate_change,rolling_3m_avg_rating,rolling_3m_negative_rate
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2017-08,14,4.428571428571429,1,13,1,0.0,46.5,Amazon,Electronics,0.07142857142857142,0.9285714285714286,0.07142857142857142,2017-08-01,4.8,0.0,-0.371428571428571,0.07142857142857142,4.276190476190476,0.15714285714285714
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2017-09,20,4.55,1,17,1,0.0,37.0,Amazon,Electronics,0.05,0.85,0.05,2017-09-01,4.428571428571429,0.07142857142857142,0.121428571428571,-0.021428571428571422,4.5928571428571425,0.04047619047619048
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2017-10,15,4.733333333333333,0,14,0,0.9333333333333333,36.0,Amazon,Electronics,0.0,0.9333333333333333,0.0,2017-10-01,4.55,0.05,0.18333333333333357,-0.05,4.57063492063492,0.04047619047619048
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2017-11,21,4.619047619047619,1,20,1,0.09523809523809523,39.857142857142854,Amazon,Electronics,0.047619047619047616,0.9523809523809523,0.047619047619047616,2017-11-01,4.733333333333333,0.0,-0.11428571428571477,0.047619047619047616,4.634126984126984,0.03253968253968254
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2017-12,40,4.65,1,35,2,0.0,34.05,Amazon,Electronics,0.025,0.875,0.05,2017-12-01,4.619047619047619,0.047619047619047616,0.03095238095238173,-0.022619047619047615,4.667460317460317,0.024206349206349204
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-01,40,4.65,0,37,2,0.025,28.55,Amazon,Electronics,0.0,0.925,0.05,2018-01-01,4.65,0.025,0.0,-0.025,4.639682539682539,0.024206349206349204
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-02,12,4.833333333333333,0,12,0,0.08333333333333333,34.25,Amazon,Electronics,0.0,1.0,0.0,2018-02-01,4.65,0.0,0.18333333333333268,0.0,4.711111111111111,0.008333333333333333
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-03,16,4.625,1,15,1,0.0,38.125,Amazon,Electronics,0.0625,0.9375,0.0625,2018-03-01,4.833333333333333,0.0,-0.20833333333333304,0.0625,4.7027777777777775,0.020833333333333332
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-04,15,4.733333333333333,1,14,1,0.06666666666666667,50.06666666666667,Amazon,Electronics,0.06666666666666667,0.9333333333333333,0.06666666666666667,2018-04-01,4.625,0.0625,0.10833333333333339,0.004166666666666666,4.730555555555555,0.04305555555555555
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-05,14,4.642857142857143,1,13,1,0.35714285714285715,62.5,Amazon,Electronics,0.07142857142857142,0.9285714285714286,0.07142857142857142,2018-05-01,4.733333333333333,0.06666666666666667,-0.09047619047619015,0.004761904761904759,4.667063492063492,0.06686507936507936
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-07,2,5.0,0,2,0,0.0,36.0,Amazon,Electronics,0.0,1.0,0.0,2018-07-01,4.642857142857143,0.07142857142857142,0.35714285714285676,-0.07142857142857142,4.792063492063492,0.046031746031746035
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-08,2,4.5,0,2,0,0.0,169.0,Amazon,Electronics,0.0,1.0,0.0,2018-08-01,5.0,0.0,-0.5,0.0,4.714285714285714,0.023809523809523808
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Blue Kid-Proof Case",2018-09,2,4.5,0,2,0,0.0,31.0,Amazon,Electronics,0.0,1.0,0.0,2018-09-01,4.5,0.0,0.0,0.0,4.666666666666667,0.0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-06,4,5.0,0,4,0,7.25,47.0,Amazon,Electronics,0.0,1.0,0.0,2017-06-01,,,,,5.0,0.0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-07,12,4.75,0,12,0,3.5833333333333335,35.083333333333336,Amazon,Electronics,0.0,1.0,0.0,2017-07-01,5.0,0.0,-0.25,0.0,4.875,0.0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-08,20,4.45,1,19,1,0.0,49.1,Amazon,Electronics,0.05,0.95,0.05,2017-08-01,4.75,0.0,-0.2999999999999998,0.05,4.733333333333333,0.016666666666666666
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-09,25,4.52,1,23,1,0.0,40.12,Amazon,Electronics,0.04,0.92,0.04,2017-09-01,4.45,0.05,0.0699999999999994,-0.010000000000000002,4.573333333333333,0.03
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-10,21,4.714285714285714,0,19,0,0.6666666666666666,36.76190476190476,Amazon,Electronics,0.0,0.9047619047619048,0.0,2017-10-01,4.52,0.04,0.19428571428571484,-0.04,4.561428571428571,0.03
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-11,20,4.75,1,19,1,0.0,27.35,Amazon,Electronics,0.05,0.95,0.05,2017-11-01,4.714285714285714,0.0,0.03571428571428559,0.05,4.661428571428572,0.03
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2017-12,64,4.578125,2,57,3,0.0625,32.203125,Amazon,Electronics,0.03125,0.890625,0.046875,2017-12-01,4.75,0.05,-0.171875,-0.018750000000000003,4.680803571428572,0.027083333333333334
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-01,54,4.611111111111111,1,52,1,0.0,28.5,Amazon,Electronics,0.018518518518518517,0.9629629629629629,0.018518518518518517,2018-01-01,4.578125,0.03125,0.032986111111110716,-0.012731481481481483,4.646412037037037,0.03325617283950617
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-02,18,4.722222222222222,0,18,0,0.05555555555555555,34.888888888888886,Amazon,Electronics,0.0,1.0,0.0,2018-02-01,4.611111111111111,0.018518518518518517,0.1111111111111116,-0.018518518518518517,4.637152777777778,0.016589506172839507
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-03,12,4.583333333333333,0,11,1,0.0,23.916666666666668,Amazon,Electronics,0.0,0.9166666666666666,0.08333333333333333,2018-03-01,4.722222222222222,0.0,-0.13888888888888928,0.0,4.638888888888888,0.006172839506172839
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-04,31,4.741935483870968,0,30,1,0.03225806451612903,37.29032258064516,Amazon,Electronics,0.0,0.967741935483871,0.03225806451612903,2018-04-01,4.583333333333333,0.0,0.15860215053763493,0.0,4.682497013142174,0.0
"All-New Fire HD 8 Kids Edition Tablet, 8 HD Display, 32 GB, Pink Kid-Proof Case",2018-05,12,4.833333333333333,0,12,0,0.0,32.583333333333336,Amazon,Electronics,0.0,1.0,0.0,2018-05-01,4.741935483870968,0.0,0.09139784946236507,0.0,4.7195340501792105,0.0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-06,19,4.7894736842105265,0,19,0,11.421052631578947,52.89473684210526,Amazon,Electronics,0.0,1.0,0.0,2017-06-01,,,,,4.7894736842105265,0.0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-07,52,4.634615384615385,2,49,2,0.21153846153846154,35.63461538461539,Amazon,Electronics,0.038461538461538464,0.9423076923076923,0.038461538461538464,2017-07-01,4.7894736842105265,0.0,-0.15485829959514152,0.038461538461538464,4.712044534412955,0.019230769230769232
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-08,62,4.580645161290323,2,57,3,0.11290322580645161,38.17741935483871,Amazon,Electronics,0.03225806451612903,0.9193548387096774,0.04838709677419355,2017-08-01,4.634615384615385,0.038461538461538464,-0.05397022332506207,-0.006203473945409432,4.668244743372078,0.02357320099255583
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-09,31,4.580645161290323,0,28,0,0.06451612903225806,29.967741935483872,Amazon,Electronics,0.0,0.9032258064516129,0.0,2017-09-01,4.580645161290323,0.03225806451612903,0.0,-0.03225806451612903,4.598635235732011,0.02357320099255583
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-10,35,4.571428571428571,0,34,0,0.0,35.31428571428572,Amazon,Electronics,0.0,0.9714285714285714,0.0,2017-10-01,4.580645161290323,0.0,-0.009216589861751778,0.0,4.577572964669739,0.01075268817204301
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-11,22,4.409090909090909,0,20,0,0.09090909090909091,27.59090909090909,Amazon,Electronics,0.0,0.9090909090909091,0.0,2017-11-01,4.571428571428571,0.0,-0.162337662337662,0.0,4.520388213936601,0.0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2017-12,345,4.585507246376811,6,329,10,0.017391304347826087,29.884057971014492,Amazon,Electronics,0.017391304347826087,0.9536231884057971,0.028985507246376812,2017-12-01,4.409090909090909,0.0,0.176416337285902,0.017391304347826087,4.52200890896543,0.005797101449275362
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-01,162,4.62962962962963,0,154,6,0.043209876543209874,26.574074074074073,Amazon,Electronics,0.0,0.9506172839506173,0.037037037037037035,2018-01-01,4.585507246376811,0.017391304347826087,0.04412238325281859,-0.017391304347826087,4.541409261699116,0.005797101449275362
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-02,44,4.340909090909091,2,34,5,0.0,33.86363636363637,Amazon,Electronics,0.045454545454545456,0.7727272727272727,0.11363636363636363,2018-02-01,4.62962962962963,0.0,-0.28872053872053893,0.045454545454545456,4.518681988971844,0.020948616600790514
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-03,44,4.454545454545454,1,39,3,0.0,35.59090909090909,Amazon,Electronics,0.022727272727272728,0.8863636363636364,0.06818181818181818,2018-03-01,4.340909090909091,0.045454545454545456,0.11363636363636331,-0.022727272727272728,4.475028058361391,0.022727272727272724
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-04,33,4.484848484848484,1,27,4,0.0,42.63636363636363,Amazon,Electronics,0.030303030303030304,0.8181818181818182,0.12121212121212122,2018-04-01,4.454545454545454,0.022727272727272728,0.030303030303030276,0.007575757575757576,4.426767676767676,0.032828282828282825
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 16 GB, Marine Blue - with Special Offers",2018-05,34,4.735294117647059,1,33,1,0.0,26.5,Amazon,Electronics,0.029411764705882353,0.9705882352941176,0.029411764705882353,2018-05-01,4.484848484848484,0.030303030303030304,0.25044563279857446,-0.0008912655971479513,4.558229352346999,0.027480689245395127
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-06,7,4.428571428571429,0,6,2,13.0,81.57142857142857,Amazon,Electronics,0.0,0.8571428571428571,0.2857142857142857,2017-06-01,,,,,4.428571428571429,0.0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-07,8,4.75,0,8,0,0.5,31.375,Amazon,Electronics,0.0,1.0,0.0,2017-07-01,4.428571428571429,0.0,0.3214285714285712,0.0,4.589285714285714,0.0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-08,12,4.333333333333333,1,11,1,0.75,36.666666666666664,Amazon,Electronics,0.08333333333333333,0.9166666666666666,0.08333333333333333,2017-08-01,4.75,0.0,-0.41666666666666696,0.08333333333333333,4.503968253968254,0.027777777777777776
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-09,11,4.7272727272727275,0,11,1,0.5454545454545454,36.27272727272727,Amazon,Electronics,0.0,1.0,0.09090909090909091,2017-09-01,4.333333333333333,0.08333333333333333,0.3939393939393945,-0.08333333333333333,4.603535353535354,0.027777777777777776
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-10,12,4.583333333333333,0,11,1,0.08333333333333333,25.25,Amazon,Electronics,0.0,0.9166666666666666,0.08333333333333333,2017-10-01,4.7272727272727275,0.0,-0.14393939393939448,0.0,4.5479797979797985,0.027777777777777776
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-11,5,3.8,1,4,1,0.4,28.6,Amazon,Electronics,0.2,0.8,0.2,2017-11-01,4.583333333333333,0.0,-0.7833333333333332,0.2,4.37020202020202,0.06666666666666667
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2017-12,56,4.678571428571429,1,55,1,0.03571428571428571,36.339285714285715,Amazon,Electronics,0.017857142857142856,0.9821428571428571,0.017857142857142856,2017-12-01,3.8,0.2,0.878571428571429,-0.18214285714285716,4.353968253968254,0.07261904761904762
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2018-01,27,4.555555555555555,2,25,2,0.07407407407407407,29.88888888888889,Amazon,Electronics,0.07407407407407407,0.9259259259259259,0.07407407407407407,2018-01-01,4.678571428571429,0.017857142857142856,-0.12301587301587347,0.056216931216931214,4.344708994708994,0.09731040564373898
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2018-02,12,4.833333333333333,0,12,0,0.0,37.583333333333336,Amazon,Electronics,0.0,1.0,0.0,2018-02-01,4.555555555555555,0.07407407407407407,0.2777777777777777,-0.07407407407407407,4.689153439153439,0.030643738977072305
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2018-03,3,4.333333333333333,0,3,0,0.0,36.0,Amazon,Electronics,0.0,1.0,0.0,2018-03-01,4.833333333333333,0.0,-0.5,0.0,4.5740740740740735,0.024691358024691357
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2018-04,4,4.75,0,4,0,0.0,37.5,Amazon,Electronics,0.0,1.0,0.0,2018-04-01,4.333333333333333,0.0,0.41666666666666696,0.0,4.638888888888888,0.0
"All-New Fire HD 8 Tablet with Alexa, 8 HD Display, 32 GB, Marine Blue - with Special Offers",2018-05,3,4.666666666666667,0,3,0,0.0,29.0,Amazon,Electronics,0.0,1.0,0.0,2018-05-01,4.75,0.0,-0.08333333333333304,0.0,4.583333333333333,0.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2016-09,2,5.0,0,2,0,34.0,27.0,Amazon,Electronics,0.0,1.0,0.0,2016-09-01,,,,,5.0,0.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2016-10,33,4.606060606060606,1,31,2,5.121212121212121,39.484848484848484,Amazon,Electronics,0.030303030303030304,0.9393939393939394,0.06060606060606061,2016-10-01,5.0,0.0,-0.3939393939393936,0.030303030303030304,4.803030303030303,0.015151515151515152
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2016-11,121,4.512396694214876,3,113,7,1.024793388429752,33.900826446280995,Amazon,Electronics,0.024793388429752067,0.9338842975206612,0.05785123966942149,2016-11-01,4.606060606060606,0.030303030303030304,-0.09366391184573075,-0.005509641873278237,4.706152433425161,0.018365472910927456
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2016-12,593,4.600337268128162,9,563,21,0.01517706576728499,29.986509274873523,Amazon,Electronics,0.01517706576728499,0.9494097807757167,0.03541315345699832,2016-12-01,4.512396694214876,0.024793388429752067,0.08794057391328636,-0.009616322662467076,4.572931522801215,0.023424494833355788
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2017-01,745,4.589261744966443,13,703,26,0.009395973154362415,31.706040268456377,Amazon,Electronics,0.0174496644295302,0.9436241610738255,0.0348993288590604,2017-01-01,4.600337268128162,0.01517706576728499,-0.011075523161719225,0.002272598662245209,4.567331902436494,0.019140039542189086
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2017-02,234,4.615384615384615,2,225,5,0.10683760683760683,34.19230769230769,Amazon,Electronics,0.008547008547008548,0.9615384615384616,0.021367521367521368,2017-02-01,4.589261744966443,0.0174496644295302,0.026122870418172184,-0.008902655882521652,4.601661209493074,0.01372457958127458
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2017-03,275,4.549090909090909,8,259,14,0.01090909090909091,35.156363636363636,Amazon,Electronics,0.02909090909090909,0.9418181818181818,0.05090909090909091,2017-03-01,4.615384615384615,0.008547008547008548,-0.06629370629370612,0.020543900543900543,4.584579089813989,0.018362527355815946
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2017-04,108,4.601851851851852,5,102,5,0.0,30.01851851851852,Amazon,Electronics,0.046296296296296294,0.9444444444444444,0.046296296296296294,2017-04-01,4.549090909090909,0.02909090909090909,0.05276094276094323,0.017205387205387203,4.588775792109126,0.027978071311404645
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2017-05,135,4.592592592592593,4,128,5,0.0,31.955555555555556,Amazon,Electronics,0.02962962962962963,0.9481481481481482,0.037037037037037035,2017-05-01,4.601851851851852,0.046296296296296294,-0.009259259259259522,-0.016666666666666663,4.5811784511784515,0.035005611672278336
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2017-06,94,4.574468085106383,1,89,4,0.02127659574468085,31.382978723404257,Amazon,Electronics,0.010638297872340425,0.9468085106382979,0.0425531914893617,2017-06-01,4.592592592592593,0.02962962962962963,-0.01812450748620975,-0.018991331757289204,4.5896375098502755,0.02885474126608878
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Black",2017-07,30,4.4,1,28,3,0.0,27.933333333333334,Amazon,Electronics,0.03333333333333333,0.9333333333333333,0.1,2017-07-01,4.574468085106383,0.010638297872340425,-0.17446808510638245,0.022695035460992906,4.522353559232992,0.024533753611767795
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",2016-11,4,4.75,0,4,0,1.25,25.25,Amazon,Electronics,0.0,1.0,0.0,2016-11-01,,,,,4.75,0.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",2016-12,35,4.542857142857143,1,34,1,0.0,29.057142857142857,Amazon,Electronics,0.02857142857142857,0.9714285714285714,0.02857142857142857,2016-12-01,4.75,0.0,-0.2071428571428573,0.02857142857142857,4.646428571428571,0.014285714285714285
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",2017-01,5,4.6,0,5,0,0.0,26.4,Amazon,Electronics,0.0,1.0,0.0,2017-01-01,4.542857142857143,0.02857142857142857,0.05714285714285694,-0.02857142857142857,4.6309523809523805,0.009523809523809523
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",2017-03,15,4.666666666666667,0,15,0,0.0,47.8,Amazon,Electronics,0.0,1.0,0.0,2017-03-01,4.6,0.0,0.06666666666666732,0.0,4.603174603174604,0.009523809523809523
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",2017-04,8,4.0,1,7,1,0.0,33.5,Amazon,Electronics,0.125,0.875,0.125,2017-04-01,4.666666666666667,0.0,-0.666666666666667,0.125,4.422222222222222,0.041666666666666664
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2016-10,1,4.0,0,1,0,103.0,1546.0,Amazon,Electronics,0.0,1.0,0.0,2016-10-01,,,,,4.0,0.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2016-11,8,4.5,1,7,1,5.875,30.0,Amazon,Electronics,0.125,0.875,0.125,2016-11-01,4.0,0.0,0.5,0.125,4.25,0.0625
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2016-12,29,4.586206896551724,1,27,1,0.27586206896551724,38.58620689655172,Amazon,Electronics,0.034482758620689655,0.9310344827586207,0.034482758620689655,2016-12-01,4.5,0.125,0.0862068965517242,-0.09051724137931035,4.362068965517241,0.05316091954022989
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2017-01,43,4.744186046511628,0,43,0,0.09302325581395349,34.83720930232558,Amazon,Electronics,0.0,1.0,0.0,2017-01-01,4.586206896551724,0.034482758620689655,0.15797914995990414,-0.034482758620689655,4.6101309810211175,0.05316091954022989
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2017-02,18,4.222222222222222,1,16,2,0.0,39.333333333333336,Amazon,Electronics,0.05555555555555555,0.8888888888888888,0.1111111111111111,2017-02-01,4.744186046511628,0.0,-0.521963824289406,0.05555555555555555,4.517538388428525,0.030012771392081736
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2017-03,14,4.5,0,13,1,0.0,34.92857142857143,Amazon,Electronics,0.0,0.9285714285714286,0.07142857142857142,2017-03-01,4.222222222222222,0.05555555555555555,0.2777777777777777,-0.05555555555555555,4.488802756244617,0.018518518518518517
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2017-04,12,4.416666666666667,1,11,1,0.0,50.083333333333336,Amazon,Electronics,0.08333333333333333,0.9166666666666666,0.08333333333333333,2017-04-01,4.5,0.0,-0.08333333333333304,0.08333333333333333,4.37962962962963,0.0462962962962963
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2017-05,14,4.428571428571429,1,12,2,0.14285714285714285,28.5,Amazon,Electronics,0.07142857142857142,0.8571428571428571,0.14285714285714285,2017-05-01,4.416666666666667,0.08333333333333333,0.011904761904761862,-0.011904761904761904,4.448412698412699,0.05158730158730159
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",2017-06,1,5.0,0,1,0,0.0,24.0,Amazon,Electronics,0.0,1.0,0.0,2017-06-01,4.428571428571429,0.07142857142857142,0.5714285714285712,-0.07142857142857142,4.615079365079365,0.05158730158730159
